-7.730346492106762168e-01,1.551010482589851858e-01,-3.350471374420063708e-01,1.330492670499829055e-01,1.631945888481732276e-01,1.005746450152650961e+00,6.172949307620270165e-01,-1.357082538440262942e-01,-4.336922443408102179e-01,-3.011475829108551383e-01,-1.627139573573621600e-01,-2.229326570323633128e-01,-3.889076319495922696e-01,-3.406948634136718057e-02,1.252714614751858080e-01,5.237208160732077511e-01,8.407712840170604440e-02,3.474028722564435623e-01,2.116131109804226251e-01,-3.369431904337513162e-01
-6.919740589884764148e-01,5.848817625623516925e-01,1.554548033446759119e-02,-3.600607958000908715e-01,-8.108596542962084180e-03,1.345045942300288587e-02,1.978845066525524721e-01,1.843096212726943184e-01,1.164269745100960235e-01,-5.356897995174040618e-03,-1.486409796431580055e-01,4.554852870403020698e-02,7.825230063089393118e-02,2.454191772369028746e-01,-1.305514578810486603e-01,9.177884240157123397e-02,4.128141867980393391e-03,5.510764327807037011e-02,-6.650253149948465170e-02,8.557694155112031964e-02
-9.490000014597882450e-01,-2.208742152085912402e-01,-9.286774900129286803e-02,2.005443840783505960e-01,3.458011360465484407e-01,3.526775795824205889e-02,3.427694208149333344e-01,-1.007656650953446011e-02,-1.813704216701431948e-01,-2.247235239149927150e-02,-2.877683826739578787e-01,6.600487252971400098e-02,-3.069147650890121648e-01,-3.173601163303863548e-01,1.212551661430862210e-01,8.895309588748916141e-02,6.102751015618854830e-02,-1.336860840343881696e-01,-3.489726373131599724e-01,-1.483785692747454643e-01
-3.926630099913449579e-01,3.320596029023223927e-01,-3.695173751603066936e-01,-3.322867832028486013e-01,-1.090442226531629921e-01,-3.280930271421002298e-02,3.520399722210460491e-01,1.737567238272049452e-01,-1.380796270144033777e-01,-7.256308328980221045e-02,-2.303210033969436965e-01,3.269463986589446480e-01,5.629597657775058106e-02,5.742971830883197848e-02,3.775651423805052032e-01,5.321767679880731045e-02,1.637970245270716496e-01,-1.907624105533023695e-01,-4.735196391499379986e-02,-8.666039061845418057e-03
-5.679277402908287087e-01,6.660039560006206782e-01,1.419202443709847161e-01,-1.343281206738045075e-01,6.192723275583830733e-02,-2.058251724086349391e-02,5.000226760984897156e-01,-1.444468264426337079e-01,-1.304825764684113543e-01,-7.904892769713765810e-02,-1.582998222240208641e-01,3.352366576840294377e-01,1.251519581521637892e-01,-9.954830270274138415e-02,1.471083223153905883e-01,3.023489659770088253e-02,-2.537725968957916245e-01,1.128057418344335094e-01,7.345537858729341008e-02,-9.402971980721262779e-02
-4.566979231731571054e-01,-1.752450898947168212e-01,-2.649219120022257012e-01,-5.729583761376069173e-01,2.811764966167000224e-01,-2.482482848214435378e-01,1.477764401553337548e-01,-8.961105163363819459e-02,-2.104591349571841297e-01,2.990099812050964201e-01,2.202560179978671484e-01,-2.863910465482451539e-01,1.714074163442568834e-03,-1.172898553179164416e-01,-6.148441825785923992e-02,-1.494774531355956559e-01,2.070466700489920209e-02,-5.755735342901736884e-02,9.272041267627785521e-02,-1.702620754466792619e-01
-9.394385448214972456e-01,7.624698045866300233e-02,2.351469314363069385e-01,-2.149042088887271051e-01,-2.151954720352270700e-01,1.025626622219284467e-01,4.449982355704827919e-01,-1.613173002613321749e-01,-8.751533325986582401e-02,2.052429499767944865e-01,2.144637484193071819e-01,3.191830503748263603e-01,1.815029738668530179e-01,3.237089013431937445e-01,4.405586513903534951e-01,7.535387976690492706e-02,-3.396542910285186428e-02,-5.118843069542256680e-02,-5.645063282295112450e-02,-1.557170364729627554e-01
-5.849047552754162993e-01,3.923709570914337696e-01,4.983220274320770971e-02,2.101571683328605777e-01,4.078321649208588306e-01,3.597348312278328408e-01,1.295058979538421529e-01,2.653093911080204870e-01,-3.999799808911829180e-01,1.846772471727955167e-01,-1.854710057292392467e-01,2.272338837196394290e-01,-3.602778433504357225e-01,-2.943844603555521161e-02,2.494102402800858209e-01,9.155636066362383974e-02,2.859943820718719235e-02,-1.482473325469836345e-01,-1.271768558823452855e-01,6.783873439917020853e-02
-1.461024201406504186e-01,-5.038425385342715224e-02,-2.247276740514634052e-01,3.041203339883223611e-02,-1.156652701190061597e-02,2.913288079146857945e-01,3.966980828448975482e-01,-5.712894842905712478e-01,-4.400684307789252125e-01,-2.382204935683819857e-01,8.556666450425945425e-02,2.127307699505347552e-02,1.501456383135290895e-01,-3.372641847386771696e-02,-2.871671436166071609e-02,-1.430595021852083815e-01,6.234032730228451086e-02,-2.151958620001534206e-01,-3.413566560922282750e-02,3.652669744239159244e-02
-9.189146701352132185e-01,1.746465784284095546e-01,-2.931256222680340695e-01,2.687302059346763916e-01,-1.931336600690607974e-01,2.522549679051871996e-01,-2.918670504967654789e-01,-1.004694660486106922e-01,-1.513906326611495490e-01,3.094280357157150330e-02,-6.362266198811580842e-02,7.372856879247191575e-02,3.289035673764245660e-02,3.396555051118556323e-02,-1.055983118643410434e-01,-2.431812768321320317e-01,1.419283824406978589e-01,-1.170659844070667116e-01,-2.498638822999338094e-01,-3.785157370175088604e-02
