PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PKM2_inhibition,ERK2_inhibition
-2.3096373845254963,0.11001155740597376,-0.16781158721999156,0.41562151175316336,-0.7086854214616469,-0.2289955897371672,0.4892740366474507,0.5024882998746476,0.27559923625827953,0.1620795104648207,-0.8145452764878707,0.5402483433433904,-0.08760533518781419,-0.16199575199427746,0.14264693852515797,0.09745231082157269,0.22350182742049943,0.6410706904249914,0.47897717989063576,0.8325281030420072,0.04365263688701528,0.3020229796178597,0.7305404802332407,0.06100203321213323,-0.17754413130581742,-0.03933001121966181,0.18035978241985884,-0.09077314379026441,0.01777660866345407,0.21920452389851758,-0.06204186509607302,0.1911376841127653,-0.13405819163946958,0.1391361450738554,0.08911293003286044,0.20124448936242642,-0.04836154741451626,0.09892090315305149,0.3004864374372608,0.08098913217770796,0.09151454552512057,0.2203317277354835,-0.3083566436554096,0,0
-1.4807593798071912,0.0717819408070495,-0.3621917463144011,0.13443787838914856,0.060655051734880935,0.4180653209601185,-0.170569793002439,-0.1344063567143058,-0.27286018552659425,0.03638620231644515,-0.02504588352999164,-0.390418907534566,0.2616719573864821,-0.04764872351039764,0.3501380355581898,-0.15971947492787034,-0.19722325618436987,-0.03199602927680997,0.03936929141551302,-0.020032501191799883,-0.09955371870929816,0.0459242450941973,-0.14932556895843685,0.007399142004226194,0.18644522680311518,0.059781824820728705,0.16355273192180558,-0.023801012989785587,-0.1723282887396437,0.04291640549416702,0.0717173521522705,0.08643571972759105,0.026938729874448057,0.19651074978060587,0.17343782477037395,0.09648044814277436,0.02314614649575907,-0.02169006124884903,0.21581392870553123,-0.009912909956666473,0.004517749321936149,-0.1107062597644121,-0.10223710104208483,0,0
-1.339914587379512,-0.7325803007412248,-0.2920492349441144,-0.0007516172103586389,-0.3357793703132167,-0.6338318131912255,0.24967428281790158,-0.17200802162808937,0.5939402153941565,-0.9021436602599465,-0.36912233022090707,-0.1413563283232446,-0.028920620236260325,0.12161388078136094,-0.2517737122264599,0.2083873909948006,0.1434735306604879,0.15213409363558672,0.13635004487200514,0.011238300551495389,0.2646984180043519,-0.06756733303062798,0.16780292108116204,0.2092803635483759,0.34799178984533047,-0.1903108801997616,0.148887068377798,0.08399602296818273,0.1283108330201994,-0.20645314947519977,-0.06778578988248515,0.27638698437385784,-0.2584729139999395,-0.0258341105099715,0.1923340564598827,0.18964736268403395,-0.07093590852760871,0.05945277608861885,0.13767911793715076,0.06661641354801301,0.3299555353632649,-0.16004856465675518,-0.07965546527422483,0,0
-1.3089990222221675,0.06489875842897531,-0.29721313436545715,0.2935145410362331,0.02269684002853182,-0.1970546069539175,-0.32501731224211233,0.27673437738166234,-0.1985476951054958,-0.19383409585062705,0.4114444287546886,0.06275453321651402,-0.09096263252800596,-0.042244006275379546,0.12970592343177845,-0.02534356754001977,0.025853936603886244,-0.3082012032387206,0.1060175547310341,0.19441755319913898,0.2293994738440224,0.02361837778511529,-0.06202122378545303,0.12432065007087792,-0.17926880983962895,-0.09891084806725658,0.45492776217152375,0.026752239168711535,-0.3867415274273883,0.08853708916009714,0.0002747975585482416,0.06870913336622772,-0.22904621755371746,0.08712679360108559,0.4052072624210135,0.047973708668484744,0.0979496008015936,0.10499698822717515,0.12205879508627697,-0.06566192498263536,0.021120389235297604,-0.14445943003237202,0.027775766607900442,0,0
-1.6893925607829907,0.04465086874753802,-0.294211965972793,-0.45091579887922684,-0.04491764190048227,-0.20957057098753729,-0.0372056435069672,0.018412571094009584,-0.40780465443078867,-0.4374085833218827,-0.011730265032953244,-0.3051413205335244,0.29789167964610386,-0.14529177916200708,0.3065426796720617,0.16717069546551114,0.26750674551591624,0.05443884104430214,-0.026221048408137135,0.22651293715684045,0.07729254592731112,-0.39531124504401977,0.15491969985654938,-0.02065968206310786,0.08653575744523626,-0.24993442843200314,0.044632455684979325,-0.09421839022292462,-0.1313686736991923,0.10020425164245285,0.24789633639225986,0.18941333429313878,0.07020718879637781,-0.15438854421477755,0.1654863806981607,0.14913698733621844,0.15574247583600093,-0.06867616083549304,0.14688789359255763,-0.03177694379032385,0.3391455800043772,-0.045512822786820506,-0.21844813412811992,0,0
-0.9125144895786584,-0.39652811353554723,-0.5758370218557299,0.30588539815078747,0.3525764820005311,-0.4178169033826582,0.04254733854298496,-0.04162035206977361,-0.16293834136506696,-0.0070203358474987005,-0.24767172416986116,-0.1716122281136766,-0.3729381083834725,0.47877715100604423,-0.23527550085471716,0.1364177673405672,-0.1167705833979031,0.08664859158078077,0.3191745370019458,-0.09592902394360632,-0.04527848680101618,-0.08986903446970024,0.037659097635530644,0.033017332871174206,-0.18010389686905348,0.01743095980836722,0.14058668348007453,-0.06006433123086033,0.2181382299840227,0.04990712337072706,0.10893304588837247,0.1025495849907258,-0.03311469883865798,-0.06831393465075607,-0.0263463642979679,0.0028516608323379314,0.1893211730411514,0.030592694650857236,-0.03101153991564284,-0.04824657630480233,0.07907334320642541,0.062058636196391716,-0.06831010940576346,0,0
-1.5094298136681936,-0.7439166428458526,-0.48006765211714264,-0.1889859519271642,0.03556931716200609,-0.19953425161805735,-0.010490404153977794,0.70662934428859,-0.40503987353886667,0.10947886356451528,0.21781829486017273,-0.0851399607824836,0.5766757494768356,0.2978241985805167,-0.16711167111734976,-0.1396622207079891,0.6697582084757923,-0.14358148427954906,0.16988438750460824,-0.28044405404883405,-0.11012975599669578,0.21456207290149903,0.3465936094225791,-0.024868263410025983,0.15507059518716393,-0.3482141272594861,0.10006934243566398,-0.0663925456766637,-0.17070074336480306,0.20829284346797433,-0.14122542471755134,0.0005859172708534527,0.08815464375565539,-0.07144627047352779,-0.09772044555222498,-0.005665854214845531,0.06295753805835899,0.08885669011868898,0.009365633071079904,0.016654172405151536,-0.13180845293718374,0.027001258892344403,0.24646808675496545,0,0
-1.82519797586044,-0.10353694039222766,-0.10188039358616299,-0.08368777534293784,-0.6426735058642333,0.07355918560250772,-0.08914309630773366,-0.20602940731366684,0.3316575263344082,0.20593023863433654,0.5435267481193757,-0.012038325825025668,-0.4216926635003168,0.272664623085922,-0.009500785006239229,0.03635538893496261,-0.0033860168071785063,-0.020304428117647717,-0.09230588170299113,0.24211637627126478,0.3643027655633562,0.24651164799307992,-0.03203019583908382,0.16551828903152482,0.21838498810938875,-0.07718440849564177,0.14822008092562095,0.1602907017804062,-0.322447431692881,-0.0522603191267276,0.20627590666488616,-0.5316421233460895,-0.1843241999813772,-0.06424757220292288,0.4286555105926627,0.11206404592121517,-0.004176019579735964,0.162017323778776,-0.003175342394637684,0.07446280098852173,0.04903728935674161,-0.18666102754736097,0.07085195228693947,0,0
-1.3059987879508013,0.04091619507290184,-0.25983137847699894,-0.14681462197646858,-0.38629840548853184,-0.9678677358177629,0.19903318690291025,0.6429876528059674,-0.17269141996520226,0.05093775504664722,-0.2941810686880474,-0.021915076066391766,-0.44319532268388123,-0.18090499108709035,0.08816643429906501,0.17687597938270547,0.24703547214292593,-0.21648831511006641,0.12220683193485264,-0.14486341470541703,0.19263244528435408,-0.13679696615060452,-0.11182405896307467,-0.1091837367303214,-0.05563939443423561,-0.06080724618529734,-0.11901531280763088,-0.048624395905302015,-0.2015955052876185,0.12882277705513268,-0.15328769177252372,0.057148425476167566,0.12213566719851338,-0.0399212125077626,0.11841828985985173,0.021546300071707325,0.10918521803592625,-0.08704496025969634,0.1404219352843885,0.15083082286004115,0.007196799149969821,-0.14818358947163118,0.10658157163008294,0,0
-1.333682227385298,-0.044413346572921474,1.0491791231360463,0.557204610784399,-0.3744299780560741,-0.07495746454816882,0.5973523742859529,0.2935876741622349,0.18669947247740618,-0.2813016652888208,0.21734675225638736,-0.33341019304547476,-0.03922789045218743,-0.1326652026482845,-0.21432628993847136,0.15875575929901112,0.0402268360009903,0.28605414576169685,-0.23607066551799336,-0.4235981875040952,-0.06624717876695495,0.003281438508323702,-0.1878140865293429,-0.05919394185014287,-0.10936966211799028,0.0005748343914783903,0.22418431777275813,0.014010569139201803,-0.12872662307806162,-0.11591490440619712,-0.384135550090467,0.04077638512473467,-0.34410450590217334,-0.2014499978008925,-0.2875326948595175,0.1759147947023756,-0.13349365889754417,0.03029299306925075,0.21558902881830536,-0.05571134251577882,0.10245801169227083,0.3563927091312668,0.10733490761869169,0,0
