PKM2_inhibition,ERK2_inhibition,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_barbitur,fr_benzene,fr_bicyclic,fr_dihydropyridine,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0,0,0.17315655575651007,0.17315655575651007,0.10944617524013386,0.8765740871898696,0.49661263901934877,0.007585259153019358,0.0,0.0,0.0,0.03409090909090906,0.4719151508736357,0.7799774951308794,0.2130614432355531,0.48063508039840636,0.4837049742710122,0.4625307125307127,0.43333333333333324,0.0034956118371684552,0.5834283382430732,0.10284890993369977,0.7840692017275588,0.16303512995382796,0.7874207162876732,0.16129356247977755,0.832254515673759,0.0,0.6585277507985327,0.057443630701720566,0.043687386336027756,0.06288221090446125,0.020394289545772215,0.016882091608001193,0.05014093490328847,0.0011013811607597512,0.08339142618184328,0.013843036192669272,0.04379573806990156,0.0,0.031482113359222026,0.0,0.611231101511879,0.0,0.006535520170240727,0.05714769701517422,0.1389789842492848,0.0,0.3330262752616354,0.0,0.17333204689223286,0.45837973490682843,0.0,0.0,0.0,0.0,0.4256982369685135,0.0,0.08342257729381998,0.13177183173661844,0.0,0.0,0.0,0.22538141123829955,0.0,0.3661872893198274,0.0,0.07236476168323538,0.12362814138127275,0.09813710340044186,0.0,0.33664028875053975,0.33871167169814365,0.0,0.0,0.11963703928760087,0.0,0.0,0.13354312475654848,0.054753076158814494,0.0,0.11309769947265053,0.6211271991281333,0.0,0.0,0.21060735764722774,0.1545287382467573,0.0,0.0,0.10115800504340974,0.0,0.26552137330025355,0.35325587757727483,0.0,0.0,0.15624369918350997,0.025025602781063708,0.8830918829525805,0.7368682816099928,0.08393899928873357,0.3733732494835027,0.4521947456744349,0.504177447047167,0.1666666666666666,0.03030303030303033,0.8,0.3,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.4545454545454546,0.5,0.24999999999999997,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.43152112901932427,0.08562983989320233,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.6815652791268633,0.6815652791268633,0.20428624238045762,0.8152285233013633,0.7720030505017839,0.022241809787483552,0.2253984361550796,0.23534012455945524,0.22430000483212542,0.20454545454545453,0.7038700352722518,0.59394096758442,0.40075829014049413,0.7193494317078353,0.7125416204217537,0.8024642289348174,0.872549019607843,0.3166606506899935,0.4501713442128912,0.1410099336650239,0.6949607190899498,0.33179690727083067,0.8248447986225171,0.33487523423350973,0.548367646440831,0.2109312759101416,0.41605860419072926,0.3035643363748115,0.2120788824349607,0.2186285448236813,0.22261152217846014,0.20477318425625857,0.21859101385460958,0.18113489138208333,0.24509526372377222,0.18140021119984437,0.19394079841998524,0.13879609890710842,0.16383556528729804,0.13570820751695456,0.591792656587473,1.6632837310936191e-06,0.19520570254233421,0.25131422284216975,0.26068826003473244,0.21096061239173775,0.2658444321986572,0.35871486289265225,0.0,0.0,0.0,0.23252919523046903,0.0,0.20683679685363057,0.0,0.0,0.23052544487262747,0.25960257787173235,0.3319468281476361,0.0,0.16893650587711523,0.2911827783177,0.0,0.0,0.0,0.07236476168323538,0.07122810494779934,0.41032626244529075,0.12573034651491577,0.3042047632932348,0.0,0.24719513948907285,0.24968933358047013,0.05286458023008977,0.0,0.14781571323069936,0.0582799214388472,0.3752472340240826,0.0,0.22260416881390205,0.22201463490580725,0.0,0.10723060598584716,0.21655185598990795,0.2218760890197128,0.11488829162966546,0.05910767994011488,0.1772631088695957,0.1427554484318012,0.08113225041239037,0.6393647208542064,0.08636252756128679,0.4128508832735071,0.15638935688549246,0.06490906247654643,0.281720089852237,0.7347971400677675,0.26128845254533145,0.3733732494835027,0.46201012233446265,0.504177447047167,0.1538461538461538,0.2121212121212121,0.0,0.10000000000000003,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.2727272727272727,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.2857142857142857,0.7486187956058051,0.2849280579367095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.16666666666666666,0.0,0.0,0.2,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.6688446573300806,0.6688446573300806,0.044791211909907605,0.8551298877418274,0.4806940820872639,0.0,0.13387817231287757,0.12077439289335196,0.1338517230040181,0.18181818181818182,0.46125146175474824,0.8031563193804633,0.1896757550377114,0.46966063751404763,0.2867924528301886,0.2905405405405405,0.2777777777777778,0.01910275691416871,0.4942789366309217,0.12959346135251026,0.7359809569843807,0.038427396906731026,0.6518388455356858,0.2156816600751641,0.349187353693775,0.2006825042644531,0.7364597301522021,0.01586045815895462,0.17423375730076873,0.19841116916157772,0.16206798626293983,0.15051224502239757,0.2094280880299084,0.14477576183224977,0.17515209083502248,0.0846208555201226,0.12003176397596123,0.0648840746897868,0.08103061473691428,0.04806293904430968,0.6263498920086392,3.9572720079113234e-07,0.269402207683103,0.653770985435185,0.963728613581254,0.14169920460538377,0.3088128692845112,0.0,0.0,0.45520797494558407,0.0,0.0,0.33942045479420824,0.0,0.0,0.4498031970224944,0.1540909598082302,0.06770378026731268,0.3816980001201769,0.0,0.1769655079908309,0.15241958034910882,0.0,0.2604265379027102,0.0,0.2013253304477098,0.14111667156823215,0.20025584830386167,0.0,0.312164117993835,0.0,0.0,0.0,0.19926687971067805,0.24928393061060825,0.0,0.20178389996683718,0.21064129260524356,0.0,0.0,0.36805231200373667,0.0,0.21446121197169432,0.2091500593993793,0.4386318342419226,0.0,0.0,0.17754517679799425,0.0,0.29339909315265145,0.0,0.0,0.0,0.30140046733064235,0.18688449935180945,0.22231792602530423,0.7190397891352774,0.08393899928873357,0.5674331527463258,0.575866499540147,0.504177447047167,0.4545454545454545,0.15151515151515155,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.5,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.5008820463475258,0.22399400203151798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.7376212553144805,0.7376212553144805,0.06932065451237435,0.8037709429241429,0.28116134575433077,0.021309890382980007,0.18362493091357157,0.18838893448558852,0.18360145182926269,0.20454545454545453,0.7365692363138487,0.39280015322978445,0.603694225013977,0.753001529982115,0.7591564927857936,0.8024642289348174,0.872549019607843,0.026904830571855914,0.5442097235554462,0.27434646856725076,0.6335124945510051,0.1638495529200239,0.5302824230015684,0.19702557494382877,0.15695965229079906,0.2687658331531608,0.5356520244150259,0.3058718681317487,0.2120788824349607,0.22330725425711465,0.18809283331133575,0.21144630911857376,0.22514877450873197,0.15895556132794542,0.22848691038660973,0.12575964016550797,0.20830173927551898,0.1400101794694288,0.16802551939130733,0.13244956393327362,0.47084233261339103,2.0748112372751557e-06,0.1712446334426393,0.2193620388374299,0.15276783208930564,0.18102791364521437,0.2917152241388922,0.13211060105134592,0.16417490025025533,0.21255880784946385,0.32579141074353685,0.22978793388947572,0.16971022739710412,0.0,0.1346799673419107,0.16170947573280095,0.3143142110440889,0.0639662658681399,0.1912100181525971,0.0,0.17657651276022276,0.1423442737170632,0.0,0.1158522349489198,0.0,0.07236476168323538,0.07122810494779934,0.4602926357583291,0.0,0.4440828008634851,0.0,0.0,0.0,0.09071466074458517,0.0,0.2589859956418466,0.059646727703740764,0.347172029039147,0.0,0.2239061393789306,0.3678187762727698,0.09012566953732595,0.22369166905227136,0.21776171130172672,0.21372753648660164,0.049633292096923985,0.12666320476516724,0.3545262177391914,0.0,0.08113225041239037,0.14902386712452803,0.014383800687375645,0.0,0.2348715000249389,0.3862425058338997,0.24912502234629225,0.7213056458256353,0.26122217631055605,0.4390257467463925,0.4408799472906894,0.504177447047167,0.1666666666666666,0.2121212121212121,0.0,0.3,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.36363636363636365,0.0,0.24999999999999997,0.25,0.0,0.0,0.0,0.2857142857142857,0.48051679897361826,0.2508784551957166,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.7205751176597994,0.7205751176597994,0.010934818364612273,0.7986835078467738,0.6792438923927338,0.013730279226351588,0.1709945727514064,0.1773620431612995,0.16992436384217735,0.15909090909090912,0.6938091192128881,0.8921882290710998,0.15611074246892176,0.6315494369026172,0.5509433962264151,0.5932432432432435,0.6199999999999998,0.31666044923127346,0.6946482792202655,0.1746778288145121,0.6855013165188355,0.0655618199541701,0.5594532567714068,0.33682328931084093,0.6588501884015916,0.1903088187571682,0.752000549636786,0.21423334084919896,0.17015933297632752,0.15993045027933792,0.1612521186141354,0.14485482479553236,0.157916427572631,0.12640741690940832,0.1612342563139047,0.10651359712759265,0.13637943913311212,0.10495498425286287,0.11144693418142712,0.10707436440949934,0.632829373650108,4.686021854356546e-07,0.1858369953891978,0.26614530144958737,0.21316044453078192,0.14868875359510647,0.0,0.10043211147148118,0.0,0.0,0.3180864608891208,0.23518107774212726,0.49302965949864247,0.20683679685363057,0.0,0.4498031970224944,0.3011938273870378,0.0,0.2838887570145148,0.0,0.0,0.14966620881184803,0.0,0.2237053300623523,0.0,0.1368075430736609,0.0,0.4539001236537577,0.0,0.33023105092533095,0.0,0.0,0.24968933358047013,0.07308676227191549,0.34028364764276786,0.0,0.0,0.34201931615806414,0.49999999999999994,0.0,0.25751206601276666,0.18236659679251416,0.21446121197169432,0.2047779446205353,0.0887345600733761,0.04791980057837912,0.164080272633912,0.08877258839899713,0.0,0.16226450082478078,0.3573716315053564,0.019370783733108292,0.420021309519336,0.3145494854094504,0.02540249225536028,0.16923930355537786,0.7213056458256353,0.08393899928873357,0.558755680980222,0.5526518457671412,0.504177447047167,0.2,0.15151515151515155,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.36363636363636365,0.0,0.24999999999999997,0.3333333333333333,0.0,0.0,0.0,0.14285714285714285,0.5283758319300772,0.22482559809846125,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.7239427922705173,0.7239427922705173,0.04399233093703982,0.8226572989029196,0.9633518043544407,0.014786454551455552,0.24260435448359574,0.24637667165548177,0.2425714551816146,0.2613636363636364,0.6096815208229653,0.638320618395223,0.35598256446022536,0.6224161414869619,0.46474677259185704,0.5793029871977242,0.6052631578947366,0.02201352532929443,0.5176807199658544,0.1981831862228578,0.5870607908014374,0.28048521708530494,0.6708670076367276,0.2712083304298327,0.3516482286599901,0.5614376737720583,0.30110494765191365,0.2655780447794005,0.2718664558476955,0.28780632359974556,0.25551622168603116,0.2691809858803462,0.27648802312344634,0.20526271544598862,0.2808291970790828,0.16613285372828998,0.24272298240632656,0.16930591575251738,0.16299924567159924,0.12757398786753393,0.4146868250539957,7.017475669335174e-06,0.24584289256143715,0.3210631625778039,0.29853056486127355,0.24932513559480168,0.42498595664781186,0.0,0.17142275679205765,0.22760398747279204,0.33799310761959683,0.0,0.33942045479420824,0.0,0.0,0.0,0.0,0.3837975952088394,0.3730873724321107,0.08946085710581414,0.2584836326228278,0.2991679558832515,0.0,0.0,0.0,0.07236476168323538,0.18612537463814702,0.3831191239679914,0.0,0.29992603261548256,0.32385242698726296,0.0,0.0,0.15092344312962636,0.12464196530530412,0.0,0.183096209079041,0.39181012169245644,0.0,0.0,0.40191499299392813,0.0,0.21446121197169432,0.31112394076162536,0.07711023722677947,0.05967428720913637,0.1762289291415164,0.6347580582931457,0.0,0.06556729616393533,0.13607211587306395,0.041246305428456795,0.0,0.33166067966833096,0.10776666417592454,0.3043482175984501,0.7189791626616893,0.35160838974801606,0.4350850203508554,0.2585107086950742,0.6119003031832588,0.1428571428571428,0.27272727272727276,0.2,0.3,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.2727272727272727,0.25,0.24999999999999997,0.25,0.0,0.0,0.0,0.2857142857142857,0.6766398043460825,0.3215821278873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.8026531923890081,0.8026531923890081,0.2255038168833735,0.2873485753610199,0.6925616748945447,0.03657007063172488,0.1858311663601191,0.19074011490368342,0.18587911688213998,0.20454545454545453,1.0,0.7659553551407955,0.38502878934789375,0.8068641840069627,0.6367924528301888,0.633445945945946,0.5791666666666665,0.06927680391084726,0.4085701918698357,0.5468628362283101,0.5758373304732705,0.4382424860843348,0.6366553247500657,0.26660032466542427,0.223351842514503,0.15576488189384596,0.7639829990275137,0.1545868653289609,0.21606225604067592,0.20953833575540373,0.17369964672582344,0.15342587460595863,0.1759979470297184,0.11462232692124441,0.22940214296552874,0.1264655871675068,0.16715871205206878,0.10499356862694148,0.1477098797438603,0.112743027451405,0.6241900647948164,5.111611334695069e-07,0.22793794544355944,0.203125958892607,0.2180436782414612,0.1441896990470246,0.14229973165369347,0.11124626176703359,0.3565228454658906,0.0,0.32579141074353685,0.25529245172077514,0.16971022739710412,0.21500931440989188,0.37499999999999994,0.0,0.0,0.07300672865957214,0.29677368658348285,0.08123666128109762,0.4235357794527494,0.14798506877693504,0.0,0.0,0.0,0.13691752522823072,0.20478584770404637,0.18609846634054578,0.0,0.29015590878929537,0.5369262134936316,0.0,0.0,0.1590573683666578,0.1605631484273121,0.0,0.24068140156628828,0.10206035420007778,0.0,0.0,0.1831698583216566,0.28619437866629727,0.40180765149646175,0.19917401322996484,0.0,0.07264656597250517,0.16722895502523122,0.20593746336871732,0.0,0.06146304096262107,0.0,0.31331454852197355,0.0,0.204171698011903,0.025025602781063708,0.15864948966300801,0.7071993640353641,0.12151472659320267,0.22847031391835396,0.23993899552633624,0.705883951939977,0.4,0.18181818181818182,0.2,0.10000000000000003,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.18181818181818182,0.0,0.33333333333333337,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,0.6038208644054202,0.1590607548043913,0.0,0.0,0.0,0.0,0.0,0.125,0.3333333333333333,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.6275817198166074,0.6275817198166074,0.32546510627263514,0.7529823185201902,0.2835851187831336,0.06718899952776777,0.10891192273192646,0.11120069521556503,0.10873166050795946,0.11363636363636365,0.24299834929493982,0.13100990721221817,0.8678208692596605,0.24504734559227648,0.8882438316400582,0.8872141372141373,0.792307692307692,0.2649421705471373,0.34930368220340924,0.3432309837843728,0.40584304840207786,0.28480717490529983,0.5297319058147523,0.5303521332221899,0.5293645226325625,0.3834184485210952,0.6016361340019865,0.07152478935426212,0.10569049647708323,0.12470077546082023,0.12758279507821207,0.08163569811611426,0.11197611058244669,0.12226079950758173,0.18698556851267217,0.16968490213315315,0.12085185375019088,0.15402407004606075,0.07904212022658985,0.16271333281663886,0.7710583153347732,2.0161623282161875e-07,0.1262533411273154,0.18035893812577894,0.18831510147174385,0.08795412658533086,0.4615998693334641,0.11421032535241088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875492007443763,0.1422988252412036,0.26670931466750697,0.08153113910337755,0.06966348608259643,0.09609938784371934,0.21994597221408668,0.0,0.13421283886909877,0.0902109206256816,0.2026206585019703,0.0,0.2183531974654457,0.0,0.16087620258067753,0.0,0.0,0.24400389430422903,0.1316866319772251,0.0,0.11117028241114715,0.1961497241497701,0.18865827150418096,0.0,0.0,0.44184960298925735,0.08979589509051283,0.11646106306642422,0.0,0.0774396821768172,0.05117294102102425,0.11046003376655399,0.29094756452161735,0.18601497124528796,0.06358088847773583,0.16041152930140423,0.0,0.10522454859752185,0.01788940340662582,0.7714772838935889,0.30060842993912706,0.7213056458256353,0.17925212814745078,0.3733732494835027,0.34887366398837083,0.504177447047167,0.375,0.09090909090909088,0.4,0.2,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.4545454545454546,0.5,0.24999999999999997,0.25,0.0,0.0,0.0,0.14285714285714285,0.604251864325234,0.16636996039278235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
0,0,0.7046424476535114,0.7046424476535114,0.14950736888210175,0.8061714397725472,0.7170114108148504,0.029638920060730073,0.1586654767190061,0.1642229517694201,0.1586823061920115,0.18181818181818182,0.5792103868775351,0.8688065993262796,0.12343956633450587,0.5910570390808843,0.785377358490566,0.846283783783784,0.8999999999999998,0.0190919076827884,0.4935640825427017,0.2138164701573877,0.6747507248544027,0.1550619262720101,0.6741627128320675,0.2449749727828212,0.3505446539788831,0.4165348653957748,0.4289605795613056,0.2722234448955936,0.18218509572859337,0.1968772630130611,0.16046453444517206,0.17416897711141643,0.1980585983371991,0.1345206699551767,0.2382316350100268,0.13327604560349002,0.16258716913406862,0.10110275285298453,0.11321211025091305,0.07927956950208619,0.49676025917926564,1.3103743522552628e-06,0.13369826828631537,0.17078026577290725,0.1567241465350518,0.14211691174343738,0.1544064346422556,0.24285395367339804,0.0,0.22760398747279204,0.6486684350915148,0.0,0.5198963622471527,0.4098040153328112,0.14189941232283781,0.0,0.17558949638107987,0.0,0.17640451781521388,0.0,0.08848275399541546,0.22580603069071775,0.0,0.4795829225212795,0.10354722632829454,0.14472952336647077,0.057319743065721004,0.17998159088632823,0.0,0.3192824207414644,0.16564102467135167,0.0,0.0,0.20395047716687487,0.12464196530530412,0.12634210077827646,0.14505918157582823,0.1430486937231424,0.0,0.11724871496654517,0.6323369142145416,0.09012566953732594,0.21446121197169432,0.3116219736471598,0.07887925266280064,0.0,0.1647537603904481,0.2023160100868195,0.0,0.2513709542107173,0.0,0.01182428108854456,0.0,0.40807961622876,0.18946958793796392,0.19675593677450814,0.726562156497902,0.11641509440037298,0.43300676060989424,0.35932357239665713,0.504177447047167,0.3333333333333333,0.18181818181818182,0.4,0.5,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.4545454545454546,0.5,0.41666666666666663,0.16666666666666666,0.0,0.0,0.0,0.2857142857142857,0.4258078742683019,0.19789203493030938,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.11541200406499608,0.11541200406499608,0.5572124386283865,0.9386320540951025,0.8315755031941248,0.049267472518085026,0.18387862533863664,0.16432675131559876,0.18381912850760473,0.22727272727272724,0.3411167425879992,0.8270448005338292,0.16557407646431876,0.34602503643591814,0.432852386237514,0.5353736089030208,0.5980392156862745,0.004299306318812507,0.5050547776284802,0.2958212105479143,0.4521243080523285,0.19295523766325973,0.041919199434115484,0.20544848791976267,0.0038042297623532284,0.4282539434576269,0.3495305708181824,0.17599951689814172,0.2120788824349607,0.3080053583017135,0.276631059084229,0.2058396467010597,0.3258677676134495,0.2498024292148575,0.4060494792765996,0.26271910387160236,0.30950856134748367,0.22614676547831938,0.27467242639575096,0.2358989851689775,0.6760259179265657,2.175855787247561e-06,0.211920768755601,0.27401475309805645,0.25869606953896995,0.2087475599581033,0.2870409299727614,0.13086834412418635,0.17333204689223286,0.0,0.0,0.0,0.0,0.21500931440989188,0.0,0.0,0.15384615384615383,0.4199594463745684,0.0,0.33019643090453626,0.09042739490162446,0.1423442737170632,0.0,0.24412485954655155,0.0,0.48415772494210196,0.0,0.23807562416918907,0.0,0.14384397361856513,0.0,0.0,0.0,0.1764448993538373,0.17014182382138393,0.0,0.35113189712029086,0.2019489316090256,0.0,0.2239061393789306,0.1728164409154601,0.0,0.0,0.0,0.16383194568508974,0.24554886181588906,0.0,0.07158924132588007,0.1333333333333333,0.6140860051540252,0.0,0.0,0.0,0.13472375373912182,0.025025602781063708,0.35037090458464304,0.7461212835383011,0.33073634419407383,0.3733732494835027,0.6790090455990164,0.504177447047167,0.5,0.2121212121212121,0.4,0.10000000000000003,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.09090909090909091,0.5,0.08333333333333334,0.3333333333333333,0.0,0.0,0.0,0.2857142857142857,0.6014653997273669,0.3121300891264732,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
