PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
-2.309637379944688,0.11001142022939504,-0.16781334907827755,0.41562050071578627,-0.7086864668324836,-0.22899194226247788,0.4892750015127064,0.5024803044052075,0.27561832248852464,0.16214803389962773,-0.8145192229132745,0.5402384025204646,-0.0874639676473673,-0.16188973051353098,0.1425091975710327,0.09751863600977209,0.22328211002566883,0.6408256105388167,0.4784844156482166,0.8325762063959083,0.04594010656280046,0.30357690681550303,0.7306570840186344,0.06035611807775197,-0.17685788471154515,-0.03965709704360063,-0.17969657549928703,-0.09356131462350363,0.011406423061705608,0.22296721453624335,-0.06074602045865122,0.18059408688968873,0.15663792070153776,0.12897176839527685,0.08733598919100506,0.2018205598231078,-0.030152207154899066,0.059290974546658104,0.28277034113266936,-0.06578694617164672,0.12990457802522945,0.1738214858891939,-0.22654351079057525
-1.4807593751638342,0.07178191090943518,-0.36219013497139174,0.13443912235467076,0.06065680513061068,0.4180643129989813,-0.1705695643351299,-0.1344065262637713,-0.2728690779442218,0.03634050467559305,-0.02505353531957689,-0.3904530473456661,0.2615670979072721,-0.04767601738374006,0.35032003940760426,-0.15988760914044192,-0.19729004029164857,-0.03182275062369937,0.039797482483759826,-0.020785651855422926,-0.10258756129188139,0.04401189002182743,-0.14946738929769995,0.007649481435859782,0.18650590139756426,0.057205900967994466,-0.16520255974142808,-0.021192395580794925,-0.17098561559601674,0.04767113968425557,0.06964242181879753,0.0950418030832794,-0.03564998652829498,0.21091393411555825,0.16401842667492958,0.09758101746778644,0.027739468233381328,-0.017610964452382992,0.22633199703477586,0.07914167060548179,-0.019980317812494087,-0.09299813709053056,-0.04841347258623826
-1.3399146130274988,-0.732580204360823,-0.2920495052452014,-0.0007514583353716732,-0.33577751921538496,-0.6338311757872134,0.249666029482688,-0.1720019061390847,0.5939607848532447,-0.9021937327702276,-0.36914487707802085,-0.14132668885397048,-0.029013291795857394,0.12172834027618089,-0.25167547457342193,0.20834386657931928,0.14351039990843092,0.15269895237868614,0.1369157711271054,0.01181229007185827,0.2642890861709387,-0.06699371768460759,0.16862808162071277,0.21214498322416078,0.34743056374147874,-0.19148916566372273,-0.14959199646301197,0.09384842523284134,0.13203551416936884,-0.20692069701842347,-0.06843388521246238,0.2820657189000116,0.2545530029870362,-0.024494813512887598,0.20326947796924422,0.18276547547540445,-0.07425999579434767,0.07420265711165906,0.11314790960284864,-0.004917990567175489,0.30901801960162206,-0.16597335950447795,0.09042751107102005
-1.3089990074285296,0.0648986356943614,-0.29721213432665045,0.293515274756118,0.02269840013483307,-0.19705305162000614,-0.32501465251631917,0.2767177283069944,-0.19855831022962928,-0.19386812227137237,0.4114133241073739,0.06265721684754717,-0.09103845483034582,-0.0421888033975319,0.12997275249452062,-0.025759012381390382,0.02539638088396617,-0.3081922468752108,0.10618791204177049,0.19394077395729697,0.2255336752394769,0.021214478182761013,-0.06320628347830481,0.12437578084045763,-0.17995202512477396,-0.10249896192504772,-0.4565024487072779,0.028000126852968328,-0.3902864535324463,0.10078560778549361,-0.004978265835748606,0.07681334954271152,0.22746719985132136,0.10402270702882876,0.40335529686681676,0.04867713271254856,0.1197633664701633,0.08261793422712871,0.1284243541004932,0.10351836306992228,-0.03286915057658676,-0.1400755171342234,0.07457413261672638
-1.6893925936897298,0.04465075006276223,-0.29421209172200147,-0.45091606700538156,-0.044915626225034914,-0.20956782855728456,-0.037218469565768894,0.018408563399969165,-0.4077632857469709,-0.43745116820281726,-0.011709655889243747,-0.3051437310580818,0.29781476378104255,-0.1451721334540737,0.30675568148436205,0.1668446741518808,0.26742140662307395,0.05513329305795082,-0.0254808816293729,0.22733037621921712,0.07411440267811854,-0.39483922120940945,0.15512920699988533,-0.019252499910512706,0.08298060444940392,-0.25349931587052077,-0.05079145154422637,-0.08396325874872103,-0.13164922137049181,0.10957330952119909,0.24296980939246163,0.20187553144742887,-0.07932735787549666,-0.14635764316722324,0.18144432554407108,0.1408451862973743,0.17329242495348346,-0.058489077015190835,0.08915662192870484,0.06893628876380914,0.336392257035913,-0.06315775345129225,-0.03598850499912521
-0.9125144836037331,-0.3965280980867234,-0.5758373903841364,0.3058848458161559,0.35257568792457533,-0.41781775222288986,0.04254740530573714,-0.04162621404931052,-0.16293978565466474,-0.007008196724258566,-0.24766317984378738,-0.17162656386607658,-0.3728473001002779,0.4787733039041459,-0.23530007928785474,0.13637543065782018,-0.1170101897710718,0.08649548455804916,0.318808021957584,-0.09545319247722785,-0.044917416833457964,-0.08866907894963798,0.03707536772590757,0.03326174956354918,-0.18197241616563234,0.01865902547031357,-0.1399979519740174,-0.06345008449330251,0.21700880521665422,0.05267769324876888,0.10592804878855984,0.10132005246823061,0.03565109116633456,-0.07469305835394413,-0.024002154163944626,0.0024268431949618138,0.19877434097949712,0.016457211699217558,-0.033875279547782675,0.03158765630888523,0.09854682590954976,0.03792727758930288,-0.031143954328193477
-1.509429800677989,-0.7439164479982633,-0.48006703512624077,-0.18898559658925204,0.035569071090002034,-0.19954208210042976,-0.010491562209027484,0.7066314243600814,-0.40505537205367587,0.1094993052933194,0.21781102966256236,-0.08512927052891467,0.5766980837501173,0.29769697298738296,-0.16716015199047293,-0.13967670886904893,0.6696756467807911,-0.1439081995548127,0.16956510966897648,-0.28026262252796896,-0.1094197191910931,0.21556003692302805,0.3460300555775988,-0.02405576687196228,0.1534564288551813,-0.3452760127438649,-0.09665344111695033,-0.07107553660816195,-0.16885391343754233,0.20430162589079134,-0.14301114616011704,-0.00020621224675824095,-0.09331109000267575,-0.08189890327157885,-0.09067131067873126,-0.005497342734282868,0.07285399025900915,0.07846780408188567,0.03932788495077477,-0.04699254972679264,-0.13263846467141302,0.030775979282846044,0.1327219681447572
-1.8251979736181914,-0.1035370071435786,-0.10188191700466141,-0.08368813388033684,-0.6426761561490587,0.07356696799559634,-0.0891414127425855,-0.20602990399639795,0.33167745567758816,0.20595455840685045,0.5435770875318058,-0.012035840561110452,-0.4215207076177706,0.2728394268650037,-0.009663911897877676,0.03632635166785516,-0.0034547693895023894,-0.020371117684848346,-0.09252453255744143,0.24210790559712947,0.36681656497387516,0.24742467979508748,-0.032710775791797105,0.16583264997652547,0.22049064937923582,-0.07757336418772207,-0.14762070093678648,0.15717292320924228,-0.3273867590952415,-0.05327817871799842,0.20568832717114557,-0.5384933708639043,0.200427910334087,-0.06084980243998103,0.4358357578238732,0.12318716598260028,-0.004340642207210187,0.15538090240337613,-0.01373683083419038,-0.07507539182196583,0.03400860056623207,-0.18817812389833188,0.21622488474338594
-1.3059988022669964,0.04091637369017615,-0.2598317563500285,-0.14681442330217118,-0.38629844198550845,-0.9678693234628003,0.19903172359385418,0.6430027084914732,-0.17269219397263574,0.050921008156097555,-0.29416693259845694,-0.021865124218376573,-0.4431422139616253,-0.1809370579302467,0.08809670676432653,0.1770131286782044,0.2471398368903604,-0.2163185391966723,0.12189974296388964,-0.14419551230575062,0.19445543465065535,-0.135496090294138,-0.11122949118674788,-0.10854960491748909,-0.055245035278353914,-0.05915523386441957,0.11897396345954611,-0.050786704965920394,-0.19983121512372123,0.12303832020940127,-0.15100388564130252,0.05667366310283334,-0.12517123574660002,-0.037505769561953374,0.11713097617677176,0.017871720384929752,0.10176250519281632,-0.07718689733535186,0.18279875531695097,-0.10845626153574119,0.021541989728783996,-0.11119782324474026,0.14680470082678138
-1.3336822240858537,-0.04441323423440429,1.0491786794186788,0.557204608465427,-0.3744284649580309,-0.07495928376736045,0.5973551258490991,0.2935864929618756,0.1867009084627251,-0.2813105975457899,0.21737638610169258,-0.3334220587343229,-0.03903504227477523,-0.13268593630007622,-0.21438311502891175,0.15889800435832963,0.040009264965136966,0.2859636484766098,-0.23664102976680487,-0.4238063269106935,-0.06466501880543583,0.005534978982307447,-0.18814553258780808,-0.05838608140706164,-0.11045487095121823,0.0014679274595580682,-0.2221267413363993,0.010520927742929311,-0.12748837198768964,-0.10987341819751589,-0.38432428250087264,0.029811962782264025,0.35847310065446636,-0.22885957766517898,-0.2863735749820228,0.16572177168989452,-0.11999282725118733,0.008685859785067876,0.188162023301307,0.0670599474558602,0.11448584297857296,0.34985277810096993,0.03102634397207115
